Nazwa_hotelu,Opis,Kraj,Region,Adresy URL zdjęcia
Hotel Porto Demo,"""Położony w spokojnej okolicy, blisko pięknej plaży i centrum turystycznej miejscowości Agios Georgios Pagon jest idealny na kameralny wypoczynek w malowniczym otoczeniu. Do dyspozycji Gości jest basen, siłownia, restauracja i bar. Goście mogą miło spędzić czas także podczas wieczorów tematycznych z grecką muzyką na żywo. Hotel jest doskonałą bazą wypadową do zwiedzenia wyspy. Hotel przeznaczony jest tylko dla Gości powyżej 16. roku życia.""",grecja,korfu,grecja_korfu_Hotel_Porto_Demo.jpg
Hotel Messonghi Beach Holiday Resort,"""Typowo wakacyjny kompleks, położony bezpośrednio przy piaszczystej plaży, to doskonały pomysł na rodzinne wakacje. Idealny dla rodzin z dziećmi, oferuje bogate zaplecze sportowo-rekreacyjne i popularną formułę all inclusive. Świetne baseny dla dorosłych i dzieci ze zjeżdżalniami zapewnią rozrywkę na cały dzień. Dla najmłodszych przygotowano miniklub prowadzony przez profesjonalnych animatorów. W restauracjach serwowane są smaczne posiłki kuchni międzynarodowej, na miejscu znajduje się również kilka barów, w tym bar na plaży. Do dyspozycji Gości jest także boisko wielofunkcyjne i kort tenisowy.""",grecja,korfu,grecja_korfu_Hotel_Messonghi_Beach_Holiday_Resort.jpg
Hotel Amour Holiday Resort,"""Nowoczesny i elegancki, położony tuż obok słynnego Canal d’Amour, ale w cichej okolicy, jest idealną propozycją na romantyczny wyjazd we dwoje. Do dyspozycji Gości jest basen i ogród, a o miłośników śródziemnomorskich smaków zadbają szefowie restauracji. Można tu także miło spędzić wieczory przy muzyce na żywo. Piaszczyste plaże okolic Sidari otoczone niezwykłymi formacjami skalnymi gwarantują wypoczynek w pięknej scenerii.""",grecja,korfu,grecja_korfu_Hotel_Amour_Holiday_Resort.jpg
Hotel Golden Mare,"""Grecki raj na wyciągnięcie ręki! Położony u podnóża Pantokratora – najwyższej góry na Korfu, jest doskonałą propozycją dla miłośników estetycznych wrażeń. W tym hotelu nowoczesny design spotyka się z wyspiarską tradycją, a jasne wnętrza i komfortowe pokoje przypadną do gustu Gościom marzącym o błogim spokoju z dala od hałasu wielkiego miasta. Basen infinity, z którego roztacza się niesamowity widok na morze to najmocniejszy atut tego miejsca. Amatorom aktywnego wypoczynku spodoba się również oferta atrakcji sportowych z tenisem stołowym, bilardem i salą fitness do dyspozycji. Orzeźwiające, kolorowe drinki w barze na panoramicznym tarasie z Helladą na horyzoncie to obowiązkowy punkt wypoczynku i najlepsze zwieńczenie dnia.""",grecja,korfu,grecja_korfu_Hotel_Golden_Mare.jpg
Hotel Aeolos Beach Resort,"""Rozległy kompleks bungalowów położony na wzgórzu, skąd rozpościera się malowniczy widok na zatokę. Otoczone pięknym oliwnym gajem niskie budynki zbudowane w kolonialnym stylu sprawiają, że panuje tu kameralna atmosfera. Komfortowe, stylowe pokoje zachwycają dbałością o detale, a przestronne pokoje rodzinne ucieszą spragnionych odpoczynku Gości podróżujących z dziećmi. Z myślą o najmłodszych przygotowano moc atrakcji, a dorosłych na relaks zaprasza fantastycznie zaprojektowany basen typu infinity, z którego można podziwiać błękitne morze. Całości dopełnia doskonała kuchnia. """,grecja,korfu,grecja_korfu_Hotel_Aeolos_Beach_Resort.jpg
Hotel Smy Kos Beach & Splash,"""Wielkie, greckie wakacje! Otoczony śródziemnomorskim ogrodem i położony w spokojnej okolicy, bezpośrednio przy piaszczystej plaży to świetna propozycja wypoczynku zarówno dla par, jak i rodzin z dziećmi. Przestronne, wygodne pokoje, bardzo dobry serwis, a także pyszna, urozmaicona kuchnia zwracają uwagę Gości. Hotel oferuje również mnóstwo sportowych atrakcji i animacje, które nie pozwolą ani na chwilę nudy. Do dyspozycji baseny z parasolami i leżakami oraz brodzik dla dzieci. Warto wybrać się do historycznego miasta Kos i klimatycznych tawern z lokalnymi przysmakami.""",grecja,kos,grecja_kos_Hotel_Smy_Kos_Beach_&_Splash.jpg
Hotel Porto Bello Royal,"""Świetna propozycja na wakacje z rodziną. Kompleks 13 basenów, 5 restauracji z różnorodną kuchnią, animacje, 3 bary i plaża na wyciągnięcie ręki – to tylko kilka zalet z wielu proponowanych przez hotel. Wśród kolejnych atutów, które z powodzeniem przyciągają tu Gości, jest też centrum spa, oferujące masaże, aromaterapię czy zabiegi pielęgnacyjne. Fani aktywniejszej zabawy również znajdą tu coś dla siebie – rowery wodne, kajaki, siatkówka czy korty tenisowe z wypożyczalnią sprzętu. Goście mają także bezpłatny wstęp do pobliskiego aquaparku Aquatica. Opcji rozrywek nie zabraknie zarówno dla dzieci, jak i dla dorosłych. Wszystko to w eleganckim hotelu położonym tuż przy plaży w spokojnej okolicy, a zarazem blisko tętniącego życiem centrum Kardameny.""",grecja,kos,grecja_kos_Hotel_Porto_Bello_Royal.jpg
Island Maya Resort,"""Fantastycznie położony, tuż przy szerokiej plaży z widokiem na krystalicznie czyste Morze Egejskie i wyspę Nissyros, poleca się na pełne słońca, greckie wakacje! Można spędzić tutaj czas nie tylko na leżaku – na miejscu czeka basen z wydzieloną częścią dla dzieci, w którym kąpiel przyniesie ochłodę podczas upalnych dni. Skosztuj przysmaków kuchni greckiej w ramach popularnej formuły all inclusive w hotelowej restauracji lub wybierz się do centrum, odwiedź lokalne tawerny i zaznaj niezwykłej gościnności mieszkańców wyspy!""",grecja,kos,grecja_kos_Island_Maya_Resort.jpg
Hotel Kouros Palace,"""Nowoczesny, zbudowany w stylu nawiązującym do tradycyjnej architektury oferuje wysoki poziom serwisu i dobrą jakość usług. Położony jest niedaleko miejscowości Mastichari z tawernami i sklepami i zaledwie 250 m od piaszczystej plaży. Goście mogą korzystać z dwóch basenów, dla najmłodszych przygotowano 2 place zabaw i brodziki. Wygodne pokoje wyposażone zostały we wszystkie udogodnienia potrzebne do komfortowego pobytu, do wyboru są pokoje standardowe lub przestronne pokoje rodzinne. Na miejscu jest restauracja i kilka barów, które objęte są popularną formułą all inclusive. W 2022 r. hotel otrzymał ŻAGIEL ITAKI za najwyższą jakość świadczonych usług.""",grecja,kos,grecja_kos_Hotel_Kouros_Palace.jpg
Hotel Lambi Resort,"""Znakomite miejsce na wakacje pełne wrażeń i atrakcji! Nowoczesny hotel położony blisko plaży oraz niedaleko tętniącej życiem miejscowości z knajpkami, klubami i tawernami. To świetny wybór nie tylko dla osób poszukujących rozrywki przez całą dobę, ale także dla rodzin z dziećmi, które znajdą tutaj sporo atrakcji, m.in. w miniklubie. Na Gości czekają również zadbane i przytulnie urządzone pokoje oraz restauracja, serwująca dania kuchni greckiej i międzynarodowej. Dużą zaletą hotelu jest niewielka odległość od stolicy wyspy – miasta Kos, które przyciąga swoim niepowtarzalnym klimatem i licznymi zabytkami.""",grecja,kos,grecja_kos_Hotel_Lambi_Resort.jpg
Hotel Summer Village of Hippocrates,"""Greckie wakacje w kameralnej atmosferze? Dlaczego nie! Malownicze otoczenie, zielony ogród, basen i nowocześnie urządzone pokoje – to największe atuty hotelu. Przygotowany z myślą o dorosłych, oferuje bary i restaurację serwującą dania kuchni greckiej i międzynarodowej, a fantastyczna piaszczysta plaża Marmari z wydmami znajdująca się w odległości kilkuminutowego spaceru od hotelu jest idealnym miejscem na błogi relaks w promieniach greckiego słońca.""",grecja,kos,grecja_kos_Hotel_Summer_Village_of_Hippocrates.jpg
Hotel Harmony Crest Resort & Spa,"""Zaprojektowany w nowoczesnym stylu, przeznaczony tylko dla dorosłych Gości jest doskonałą propozycją na spokojne wakacje we dwoje. Oferuje bardzo dobry serwis i wysoką jakość usług, na miejscu jest basen z tarasem słonecznym, bary i restauracje serwujące doskonałą grecką i włoską kuchnię. Goście mają do dyspozycji komfortowe pokoje, wyposażone we wszystkie niezbędne udogodnienia. Niedaleko jest do plaży, warto również wybrać się do Psalidi z lokalnymi tawernami i sklepami oraz do stolicy wyspy, miasta Kos.""",grecja,kos,grecja_kos_Hotel_Harmony_Crest_Resort_&_Spa.jpg
Hotel Porto Bello Beach,"""Tutaj wypoczniesz w prawdziwie greckim stylu! Rewelacyjnie położony w spokojnej okolicy, w tropikalnym ogrodzie, wśród palm dających cień w upalne dni, jest świetną propozycją na rodzinne wakacje. Centralnym punktem hotelu jest duży basen, przy którym skupia się hotelowe życie. Możesz także zrelaksować się na pobliskiej plaży, poszaleć w hotelowym parku wodnym czy odpocząć w centrum spa. Po aktywnym dniu uzupełnisz kalorie w jednej z 4 restauracji, gdzie dostępne są smaczne dania kuchni lokalnej i włoskiej. I koniecznie wybierz się do tętniącego życiem centrum Kardameny z licznymi tawernami, barami, restauracjami i sklepami.""",grecja,kos,grecja_kos_Hotel_Porto_Bello_Beach.jpg
Grand Blue Beach Hotel,"""Położony na wzgórzu z rewelacyjnym widokiem na Morze Egejskie, w malowniczej miejscowości Kardamena, jest idealnym miejscem zarówno na romantyczne wakacje we dwoje, jak i w gronie przyjaciół. Hotel gwarantuje komfortowy pobyt dzięki nowocześnie urządzonym pokojom, wyposażonym we wszystkie wygody. W ciągu dnia Goście mogą zrelaksować się na plaży, przy basenach lub w centrum spa, na aktywnych czeka kort tenisowy. Hotel ceniony jest nie tylko za znakomite położenie, ale również za smaczną kuchnię oraz przyjazny i pomocny personel.""",grecja,kos,grecja_kos_Grand_Blue_Beach_Hotel.jpg
Hotel Atlantis,"""Otoczony pięknym ogrodem z palmami i trawnikami, w plażowej dzielnicy miasta Kos, zapewnia wygodne, beztroskie wakacje. Do klimatycznej stolicy wyspy z restauracjami, barami i nocnym życiem można dojść spacerem lub skorzystać z dogodnego połączenia autobusowego. Zadbane baseny, duży, ładny ogród i morze na wyciągnięcie ręki zachęcają do aktywnego wypoczynku i korzystania w pełni ze słonecznych wakacji we wspaniałym wyspiarskim klimacie.""",grecja,kos,grecja_kos_Hotel_Atlantis.jpg
Hotel Rodos Palace Luxury Convention Resort,"""Imponujący rozmachem, położony na rozległym terenie, jest jednym z najbardziej rozpoznawalnych hoteli w okolicy. W hotelowym ogrodzie jest duży, dwupoziomowy basen, idealne miejsce na relaks, do plaży są tylko dwa kroki wygodnym tunelem pod ulicą. Oryginalny kryty basen znajduje się pod wielką, przejrzystą kopułą. Dwa korty tenisowe i siłownia pozwolą zadbać o wakacyjną formę, wiele atrakcji czeka także na najmłodszych turystów. Urządzone z klasyczną elegancją pokoje wyposażone są we wszystkie udogodnienia zapewniające wygodny wypoczynek.""",grecja,rodos,grecja_rodos_Hotel_Rodos_Palace_Luxury_Convention_Resort.jpg
Hotel Esperides Beach Family Resort,"""Położony w Faliraki, tuż przy plaży wyróżnionej certyfikatem Błękitna Flaga, oferuje bardzo dużo rozrywek dla dzieci. Do dyspozycji najmłodszych Gości są 4 zjeżdżalnie, plac zabaw i miniklub. Hotel wyróżnia świetna i różnorodna kuchnia oraz bogata formuła all inclusive.""",grecja,rodos,grecja_rodos_Hotel_Esperides_Beach_Family_Resort.jpg
Hotel Arion,"""Idealne miejsce na oderwanie się od codziennej rutyny. Hotel jest przepięknie położony na wzgórzu nad Kokkari, skąd roztaczają się fantastyczne widoki na miasteczko, zatokę i plaże. Utrzymane w tradycyjnym greckim stylu niskie budynki hotelowe otoczone są wypielęgnowanym ogrodem z zielonymi trawnikami, gdzie znajduje się basen i brodzik dla dzieci. Do plaż i centrum miasteczka można dojechać bezpłatnym hotelowym busem lub zejść na skróty ścieżką, co zajmuje ok. 15-20 minut. Hotel jest ładnie i elegancko urządzony, a Goście doceniają sympatyczną atmosferę.""",grecja,samos,grecja_samos_Hotel_Arion.jpg
Hotel Levante Beach,"""Sympatyczny, miejski hotel położony przy samej plaży z tarasem, z którego podziwiać można piękny widok na morze. Elegancki i zadbany, oferuje wypoczynek w odnowionych, funkcjonalnych pokojach, na terenie hotelu dostępny jest bezpłatny internet bezprzewodowy. Na miejscu jest basen, bar i restauracja, w której serwowane są smaczne posiłki w ramach all inclusive. Do słynnego miasta Zakynthos można stąd wygodnie dojechać autobusem spod hotelu.""",grecja,zakynthos,grecja_zakynthos_Hotel_Levante_Beach.jpg
Hotel Zakynthos,"""Otwarty w 2016 r., położony w spokojnej okolicy, otoczony zielonym gajem oliwnym zaprasza na słoneczne, greckie wakacje. Do pięknej, piaszczystej plaży Tsilivi, idealnej dla rodzin z dziećmi, można dojechać bezpłatnym hotelowym busem. Warto też zwiedzić malownicze okolice północnej części wyspy. Na miejscu jest bar i restauracja. Duży basen i brodzik to świetne miejsca do odpoczynku i zabawy zarówno dla dzieci, jak i dorosłych.""",grecja,zakynthos,grecja_zakynthos_Hotel_Zakynthos.jpg
Hotel Azure Resort & Spa,"""Całkowicie odnowiony, znakomicie położony w sercu kurortu Tsilivi z licznymi tawernami i wieczornymi rozrywkami na wyciągnięcie ręki. Mocną stroną resortu są nowoczesne pokoje z bezpłatnym internetem i świetna kuchnia w hotelowej restauracji. Dzieciakom spodoba się basen w kształcie litery „L”, a miłośnicy typowo plażowych wczasów docenią ładną plażę Tsilivi z bogatą ofertą sportów wodnych. W 2022 r. hotel otrzymał ŻAGIEL ITAKI za najwyższą jakość świadczonych usług.""",grecja,zakynthos,grecja_zakynthos_Hotel_Azure_Resort_&_Spa.jpg
Hotel Zante Park Resort & SPA – BW Premier Collection,"""Elegancki i nowoczesny hotel prestiżowej sieci Best Western to idealna propozycja na romantyczne wakacje czy niezapomniany wypad z przyjaciółmi. Ciekawie zaaranżowany, oferuje przyjemnie urządzone pokoje, 2 baseny i popularną formułę all inclusive. Blisko stąd do ładnej piaszczystej plaży, niedaleko jest również do centrum rozrywkowego Laganas. W 2022 r. hotel otrzymał ŻAGIEL ITAKI za najwyższą jakość świadczonych usług.""",grecja,zakynthos,grecja_zakynthos_Hotel_Zante_Park_Resort_&_SPA_–_BW_Premier_Collection.jpg
Hotel Golden Coast Family Resort,"""Prawdziwa, grecka sielanka! Nowoczesny, elegancki i pięknie położony przy plaży. W hotelu znajdują się pokoje standardowe oraz rodzinne z antresolą i swim-up z bezpośrednim dostępem do basenu, co sprawia, że to doskonałe miejsce zarówno na wakacje z dziećmi, jak i romantyczny wyjazd we dwoje. Do dyspozycji 2 baseny, w tym jeden z wydzieloną częścią dla dzieci. Na terenie lobby jest dostępny bezpłatny internet bezprzewodowy. To również świetna baza wypadowa do zwiedzania wyspy Zakynthos i Tsilivi – miasteczka z piękną plażą i mnóstwem rodzinnych tawern.""",grecja,zakynthos,grecja_zakynthos_Hotel_Golden_Coast_Family_Resort.jpg
Hotel Planos Beach,"""Niewielki, rodzinny hotel z wakacyjną atmosferą i świetną lokalizacją. Położony blisko pięknej plaży i centrum tętniącego życiem Tsilivi, jest idealnym rozwiązaniem dla wszystkich, którzy w ciągu dnia lubią spędzać czas na plaży, a wieczorem wybrać się do centrum z barami i restauracjami serwującymi lokalną kuchnię. W hotelu odpoczywać można przy basenie z tarasem do opalania lub bardziej aktywnie, podczas hotelowych animacji.""",grecja,zakynthos,grecja_zakynthos_Hotel_Planos_Beach.jpg
Hotel Pelagos Zante,"""Nowoczesny hotel położony tuż przy pięknej plaży w kameralnej miejscowości Tragaki. W ofercie komfortowe, elegancko urządzone pokoje i duży basen z hydromasażem. Hotelowa restauracja zadba zarówno o smaczne dania kuchni międzynarodowej, jak i o lokalne przysmaki. Tuż przy basenie bar objęty all inclusive, który zapewni Gościom ochłodę zimnymi drinkami podczas wypoczynku w promieniach greckiego słońca.""",grecja,zakynthos,grecja_zakynthos_Hotel_Pelagos_Zante.jpg
Hotel Alexandra Beach Resort & Spa,"""Relaks i komfort są tutaj zawsze na pierwszym miejscu! Położony na wzgórzu, przy samym morzu i pięknej plaży, jest świetną propozycją dla Gości szukających wyjątkowego otoczenia. Resort oddalony jest zaledwie parę minut od urokliwego Tsilivi z mnóstwem wakacyjnych rozrywek, łatwo można się stąd dostać również do stolicy wyspy – Zakynthos. Na miejscu piękny basen infinity, przy którym tętni życie w ciągu dnia, po południu pysznego drinka można sączyć nie tylko przy basenie czy na plaży, ale nawet na hotelowym dachu! W 2022 r. hotel otrzymał ŻAGIEL ITAKI za najwyższą jakość świadczonych usług.""",grecja,zakynthos,grecja_zakynthos_Hotel_Alexandra_Beach_Resort_&_Spa.jpg
Hotel Azure Memories,"""Nowo wybudowany, elegancki i stylowy, składa się z budynku głównego i willi w niskiej zabudowie z białego kamienia. To wymarzone miejsce na romantyczne wakacje w wyjątkowej, kameralnej atmosferze. Gustowne pokoje, świetny serwis i atrakcje siostrzanego hotelu Azure Resort & Spa, pozwolą w pełni cieszyć się z wakacji na greckiej wyspie. Blisko stąd do pięknej plaży i centrum Tsilivi – znanego kurortu na wschodzie wyspy oraz miasta Zakynthos, do którego można dojechać lokalnym autobusem.""",grecja,zakynthos,grecja_zakynthos_Hotel_Azure_Memories.jpg
Hotel Matilda,"""Idealny na kameralne wakacje, znakomity wybór dla osób ceniących spokojny wypoczynek. Zaprojektowany w lokalnym stylu, otoczony gajami oliwnymi, oferuje zadbane pokoje, basen oraz piękne widoki na morze i okoliczne góry. Położony w niewielkiej miejscowości uznawanej za jedną z najpiękniejszych na wyspie, w sercu Morskiego Parku Narodowego, gdzie spotkać można żółwie Caretta caretta, jest znakomitą propozycją na Twoje greckie wakacje.""",grecja,zakynthos,grecja_zakynthos_Hotel_Matilda.jpg
Hotel Poseidon Beach,"""Wyjątkowy, plażowy hotel, którego symbolem jest trójząb, a strażnikiem sam bóg mórz i oceanów – Posejdon. Położony tuż przy pięknej, ciągnącej się kilometrami plaży Laganas, znanej z wyjątkowych mieszkańców – żółwi Caretta caretta, jednocześnie blisko wakacyjnego kurortu, jest harmonijnym połączeniem świetnej lokalizacji i bardzo dobrego serwisu. Otoczony pięknym, zadbanym ogrodem, ma ładny basen z wydzieloną częścią dla dzieci oraz oddzielnym brodzikiem, słynie ze swobodnej i wakacyjnej atmosfery.""",grecja,zakynthos,grecja_zakynthos_Hotel_Poseidon_Beach.jpg
Hotel Maistrali,"""Otoczony zielenią, położony w Tragaki, jest idealnym miejscem dla wszystkich, którzy oprócz kameralnej atmosfery, cenią sobie bliskość wakacyjnych rozrywek. Hotel składa się z kompleksu budynków w niskiej zabudowie usytuowanych wokół basenu z tarasem do opalania. W okolicy znajduje się plaża Tsilivi, idealna zarówno dla plażowiczów, jak i amatorów sportów wodnych, a do słynnego miasta Zakynthos można wygodnie dojechać autobusem z okolic hotelu.""",grecja,zakynthos,grecja_zakynthos_Hotel_Maistrali.jpg
Hotel Chryssi Akti,"""Wakacyjna propozycja dla wszystkich, którzy chcą spędzić aktywny urlop w rodzinnym gronie. Kameralna atmosfera, otoczony ogrodem basen z wydzieloną częścią dla dzieci, a także zawsze pomocna i uśmiechnięta obsługa, sprawiają, że tu nie ma czasu na nudę i każdy czuje się komfortowo. Z hotelowego tarasu można podziwiać widok na morze, a w restauracji zjeść proste, ale smaczne dania kuchni międzynarodowej. Do tego piaszczysta plaża z bezpłatnym serwisem tuż przy hotelu – słoneczny relaks gwarantowany!""",grecja,zakynthos,grecja_zakynthos_Hotel_Chryssi_Akti.jpg
Hotel Ionis Art,"""Doskonałe połączenie stylu, elegancji i prawdziwie greckiej gościnności! Przeznaczony tylko dla dorosłych Gości, oferuje gustownie urządzone pokoje tematyczne – niektóre w stylu królewskim, inne w japońskim, a jeszcze inne w stylu Versace. Wnętrza hotelu wypełnione są greckimi antykami i posągami zestawionymi z pięknymi rzeźbami i współczesnymi obrazami artystów o europejskiej renomie. Atutem hotelu jest również jego rewelacyjne położenie – w samym sercu rozrywkowego Laganas, w odległości krótkiego spaceru od mnóstwa restauracji, barów i dyskotek, a także w pobliżu niekończącej się, piaszczystej plaży. Hotelowy basen to idealne miejsce na relaks nie tylko w ciągu dnia – wieczorem są tu okazjonalnie organizowane przyjęcia, których gospodarzem jest sam właściciel lub greckie wieczory, będące idealną okazją do zawarcia nowych znajomości. Wspaniała propozycja na niezapomniany urlop na Zakynthos!""",grecja,zakynthos,grecja_zakynthos_Hotel_Ionis_Art.jpg
Hotel Porto Zorro,"""Doskonały na spokojne i pełne relaksu wakacje. Położony w niewielkiej miejscowości z dala od zgiełku miasta i przy piaszczystej plaży, do której można zejść prosto z hotelowego ogrodu. Na miejscu restauracja serwująca specjały kuchni greckiej i międzynarodowej. Znakomity wybór dla osób ceniących kameralną, wakacyjną atmosferę.""",grecja,zakynthos,grecja_zakynthos_Hotel_Porto_Zorro.jpg
Hotel Best Western Galaxy,"""Kameralny i zadbany, zaprasza na rodzinne wakacje blisko tętniącego życiem centrum Laganas. Atrakcyjnie położony, bezpośrednio przy pięknej, piaszczystej plaży łagodnie opadającej do morza, idealnej zarówno na relaks, jak i uprawianie sportów wodnych. Do dyspozycji Gości jest ładny basen, na dzieci czeka basen z mini zjeżdżalniami i plac zabaw. Z hotelowego tarasu i basenu można podziwiać wspaniały widok na morze. W 2022 r. hotel otrzymał ŻAGIEL ITAKI za najwyższą jakość świadczonych usług.""",grecja,zakynthos,grecja_zakynthos_Hotel_Best_Western_Galaxy.jpg
Hotel Zante Royal Resort,"""Malowniczo położony na wzgórzu, z pięknym widokiem na plażę Mavratzis, będzie idealnym miejscem na beztroski, rodzinny wypoczynek w greckim stylu! Wraz z 2 siostrzanymi hotelami tworzy wakacyjny kompleks, który oferuje mnóstwo atrakcji, a hotelowi animatorzy zadbają o uśmiech wszystkich urlopowiczów. Do piaszczystej plaży jest tylko kilka kroków, warto również wybrać się do pobliskiego Vassilikos oraz do stolicy wyspy – Zakynthos. Greckie słońce, wspaniała, rodzinna atmosfera i śródziemnomorska kuchnia to sprawdzony przepis na udane wakacje!""",grecja,zakynthos,grecja_zakynthos_Hotel_Zante_Royal_Resort.jpg
Hotel Cameo Beach Resort,"""Komfortowy, położony przy samym morzu i piaszczystej plaży, oferuje wszystko co niezbędne do spędzenia wspaniałego urlopu. Do dyspozycji Gości są 2 baseny, plac zabaw i zabawne animacje dla najmłodszych, nowoczesne pokoje, w tym rodzinne oraz 2 restauracje i 3 bary. Resort oddalony jest zaledwie parę minut od urokliwego Agios Sostis z mnóstwem wakacyjnych rozrywek, łatwo można się stąd dostać również do jednej z najbardziej znanych atrakcji Zakynthos – wyspy Cameo.""",grecja,zakynthos,grecja_zakynthos_Hotel_Cameo_Beach_Resort.jpg
Aparthotel Atenea Calabria,"""Zaplanuj urlop w cudownej Barcelonie! Hotel w świetnej lokalizacji, tuż obok sklepów, restauracji i kawiarni, w odległości spaceru od centrum i tętniącej życiem ulicy Las Ramblas. Blisko stąd do stacji metra, więc bez problemu zorganizujesz wycieczkę po mieście tak, jak lubisz. Do dyspozycji Gości przestronne i jasne apartamenty z aneksem kuchennym i balkonem, na miejscu restauracja serwująca pyszne śniadania i własne wypieki! Wypożycz rower i wybierz się na przejażdżkę po mieście – będziesz zachwycony!""",hiszpania,barcelona,hiszpania_barcelona_Aparthotel_Atenea_Calabria.jpg
Hotel Vincci Maritimo,"""Nowoczesny i gustownie urządzony, położony w świetnej lokalizacji która pozwoli jednocześnie cieszyć się spokojną atmosferą i typowo miejskim klimatem. W pobliżu znajdują się restauracje i bary, do piaszczystej plaży Mar Bella łatwo dojść spacerem, a dzięki dobrej komunikacji można swobodnie zwiedzać miasto i odkryć jego najważniejsze punkty. Goście doceniają to miejsce na miłą obsługę, smaczną kuchnię oraz doskonałe zakwaterowanie, chwalą stylowe wnętrza i twierdzą, że tutaj chce się wracać!""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Vincci_Maritimo.jpg
Hotel Best Front Maritim,"""Świetna lokalizacja blisko plaży i stacji metra, która pozwoli szybko dostać się do centrum Barcelony oraz uprzejmy i życzliwy personel to główne atuty tego miejsca. Dobrze sprawdzi się na odprężający urlop lub podróż służbową – na miejscu są do dyspozycji 4 sale konferencyjne. Wygodne pokoje są wyposażone w niezbędne udogodnienia, w tym bezpłatny dostęp do internetu bezprzewodowego i pozwolą naładować baterie po plażowaniu lub zwiedzaniu.""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Best_Front_Maritim.jpg
Aparthotel Atenea Barcelona,"""Położony w sercu biznesowej dzielnicy, stanowi część nowoczesnego kompleksu architektonicznego aparthoteli w Barcelonie. Urządzony ze smakiem, w naturalnych kolorach, z mnóstwem zielonych akcentów. W hotelu funkcjonalne i wygodne pokoje, rozpieszczająca smakiem restauracja 2CERO7 i bar w lobby, w którym można odpocząć przy pysznej kawie. To świetne miejsce na organizację spotkań biznesowych i konferencji, doskonałe, jako baza wypadowa do zwiedzania miasta – tylko kilka kroków stąd do stacji metra!""",hiszpania,barcelona,hiszpania_barcelona_Aparthotel_Atenea_Barcelona.jpg
Hotel Vilamari,"""Planujesz wyjazd do Barcelony? Zatrzymaj się w eleganckim hotelu położonym niedaleko centrum miasta, doskonale skomunikowanym z największymi atrakcjami stolicy Katalonii. Na miejscu oprócz restauracji serwującej smaczne śniadania i klimatycznego baru z tarasem, do dyspozycji Gości są 2 sale konferencyjne i siłownia. Gustownie urządzone wnętrza wprawiają w dobry nastrój i tworzą przytulną atmosferę, miła i profesjonalna obsługa służy radami i pomocą, a nowoczesne i dobrze wyposażone pokoje zapewniają wygodę i relaks po intensywnie spędzonym dniu – nie czekaj, zarezerwuj swój pobyt już dziś!""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Vilamari.jpg
Aparthotel Atenea Barcelona,"""Położony w sercu biznesowej dzielnicy, stanowi część nowoczesnego kompleksu architektonicznego aparthoteli w Barcelonie. Urządzony ze smakiem, w naturalnych kolorach, z mnóstwem zielonych akcentów. W hotelu funkcjonalne i wygodne pokoje, rozpieszczająca smakiem restauracja 2CERO7 i bar w lobby, w którym można odpocząć przy pysznej kawie. To świetne miejsce na organizację spotkań biznesowych i konferencji, doskonałe, jako baza wypadowa do zwiedzania miasta – tylko kilka kroków stąd do stacji metra!""",hiszpania,barcelona,hiszpania_barcelona_Aparthotel_Atenea_Barcelona.jpg
Hotel H10 Montcada Boutique,"""Jeśli szukasz miejsca, które oczaruje Cię niesamowitym klimatem, kunsztownym wykończeniem wnętrz oraz niesamowitą obsługą, to ten hotel jest strzałem w dziesiątkę! Genialnie położony, blisko najważniejszych architektonicznych perełek Barcelony, oferuje przytulne pokoje, które sprawdzą się na komfortowy wypoczynek po całym dniu zwiedzania pięknych zabytków. Można również zrelaksować się w jacuzzi na dachu, podziwiając jednocześnie fantastyczne widoki na miasto!""",hiszpania,barcelona,hiszpania_barcelona_Hotel_H10_Montcada_Boutique.jpg
Hotel Axel TWO Barcelona,"""Odkryj miasto Gaudíego i idź na całego! Doskonały dla miłośników sztuki i wielbicieli nietuzinkowej architektury – blisko stąd do pięknej kamienicy Casa Batlló, a dłuższym spacerem dojdziesz do znanej na całym świecie bazyliki Sagrada Familia! Tu ziszczą się marzenia o poznaniu Barcelony od podszewki! Gdy jednak przyjdzie czas na odpoczynek, zrelaksuj się w spa lub basenie na dachu i koniecznie podziel się swoimi wrażeniami z innymi. Dedykowany dorosłym Gościom, jest przyjazny społeczności LGBTIQ+ i stanowi świetną bazę wypadową do zwiedzania stolicy Katalonii.""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Axel_TWO_Barcelona.jpg
Aparthotel Atenea Calabria,"""Zaplanuj urlop w cudownej Barcelonie! Hotel w świetnej lokalizacji, tuż obok sklepów, restauracji i kawiarni, w odległości spaceru od centrum i tętniącej życiem ulicy Las Ramblas. Blisko stąd do stacji metra, więc bez problemu zorganizujesz wycieczkę po mieście tak, jak lubisz. Do dyspozycji Gości przestronne i jasne apartamenty z aneksem kuchennym i balkonem, na miejscu restauracja serwująca pyszne śniadania i własne wypieki! Wypożycz rower i wybierz się na przejażdżkę po mieście – będziesz zachwycony!""",hiszpania,barcelona,hiszpania_barcelona_Aparthotel_Atenea_Calabria.jpg
